,action,assignee,assignees_name,comments,event_created_at,issue_closed_at,issue_created_at,issue_id,labels_color,labels_name,mclose_created,mdue_created,milestone,milestone_closed_at,milestone_created_at,milestone_due_on,title,user
184,assigned,thegreyd,"[u'thegreyd', u'DevArenaCN', u'KaustubhG']",5,1484506536.0,1485440384.0,1484506519.0,9,[],[],1532268.0,1425019.0,Prepare Deliverables,1485870449.0,1484338181.0,1485763200.0,Password Management,thegreyd
185,assigned,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484441842.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,timm
186,closed,thegreyd,"[u'thegreyd', u'KaustubhG']",3,1484440161.0,1484440161.0,1484421683.0,8,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Need input on topic: Meeting new people,DevArenaCN
187,labeled,thegreyd,"[u'thegreyd', u'KaustubhG']",3,1484421697.0,1484440161.0,1484421683.0,8,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Need input on topic: Meeting new people,DevArenaCN
188,assigned,thegreyd,"[u'thegreyd', u'KaustubhG']",3,1484421683.0,1484440161.0,1484421683.0,8,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Need input on topic: Meeting new people,KaustubhG
189,assigned,thegreyd,"[u'thegreyd', u'KaustubhG']",3,1484421683.0,1484440161.0,1484421683.0,8,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Need input on topic: Meeting new people,thegreyd
190,milestoned,thegreyd,"[u'thegreyd', u'KaustubhG']",3,1484421683.0,1484440161.0,1484421683.0,8,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Need input on topic: Meeting new people,DevArenaCN
191,assigned,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484411460.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,KaustubhG
192,assigned,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484411460.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,DevArenaCN
193,assigned,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484411460.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,thegreyd
194,assigned,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484411459.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,effat
195,milestoned,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484411459.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,thegreyd
196,labeled,timm,"[u'timm', u'effat', u'thegreyd', u'DevArenaCN', u'KaustubhG']",1,1484411459.0,1484756431.0,1484411459.0,7,[u'cc317c'],[u'question'],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Searching in only software engineering literature,thegreyd
197,milestoned,[],[],1,1484340113.0,1484838502.0,1484340113.0,6,[],[],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Create tradeoff table,DevArenaCN
198,milestoned,thegreyd,"[u'thegreyd', u'KaustubhG']",25,1484338878.0,1485870437.0,1484338878.0,5,[u'ee0701'],[u'Urgent'],1532268.0,1425019.0,Prepare Deliverables,1485870449.0,1484338181.0,1485763200.0,Prepare report for Project Phase 1,DevArenaCN
199,milestoned,[],[],2,1484338800.0,1485440475.0,1484338800.0,4,[],[],1103300.0,992811.0,User/Problem Feedback,1485441689.0,1484338389.0,1485331200.0,Feedback on survey,DevArenaCN
200,milestoned,[],[],1,1484338731.0,1484756444.0,1484338731.0,3,[],[],418393.0,1079455.0,Feedback from the professor,1484756538.0,1484338145.0,1485417600.0,Ask feedback on those problems,DevArenaCN
201,milestoned,[],[],0,1484338679.0,1485202872.0,1484338679.0,2,[u'cc317c'],[u'question'],1103300.0,992811.0,User/Problem Feedback,1485441689.0,1484338389.0,1485331200.0,Conduct user survey,DevArenaCN
202,labeled,[],[],0,1484338679.0,1485202872.0,1484338679.0,2,[u'cc317c'],[u'question'],1103300.0,992811.0,User/Problem Feedback,1485441689.0,1484338389.0,1485331200.0,Conduct user survey,DevArenaCN
203,assigned,thegreyd,"[u'thegreyd', u'DevArenaCN', u'KaustubhG']",9,1484338508.0,1484660699.0,1484338501.0,1,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Find literature,KaustubhG
204,assigned,thegreyd,"[u'thegreyd', u'DevArenaCN', u'KaustubhG']",9,1484338508.0,1484660699.0,1484338501.0,1,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Find literature,DevArenaCN
205,assigned,thegreyd,"[u'thegreyd', u'DevArenaCN', u'KaustubhG']",9,1484338508.0,1484660699.0,1484338501.0,1,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Find literature,thegreyd
206,milestoned,thegreyd,"[u'thegreyd', u'DevArenaCN', u'KaustubhG']",9,1484338501.0,1484660699.0,1484338501.0,1,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Find literature,DevArenaCN
207,labeled,thegreyd,"[u'thegreyd', u'DevArenaCN', u'KaustubhG']",9,1484338501.0,1484660699.0,1484338501.0,1,[u'cc317c'],[u'question'],322395.0,215287.0,Locate the problem,1484660708.0,1484338313.0,1484553600.0,Find literature,DevArenaCN
